1,2,3,4,5,6,7,8,9
0.5407608695652174,0.546448087431694,0.55,0.547945205479452,0.55,0.5482093663911846,0.5512465373961218,0.5497237569060773,0.5543175487465181
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.47961630695443647,0.48184019370460046,0.4771084337349398,0.4807692307692308,0.48184019370460046,0.4793187347931874,0.4830097087378641,0.4806763285024155,0.48184019370460046
0.4889975550122249,0.4877450980392157,0.4888888888888889,0.4914004914004914,0.48894348894348894,0.4888888888888889,0.4876237623762376,0.4838709677419355,0.49014778325123154
0.5755813953488372,0.5784883720930233,0.5801749271137027,0.5801749271137027,0.5816023738872403,0.584070796460177,0.5905044510385756,0.5899705014749262,0.5892857142857143
0.5142118863049095,0.5154639175257731,0.5168831168831168,0.5154639175257731,0.5116883116883116,0.5182291666666666,0.5130890052356021,0.5142118863049095,0.5168831168831168
0.8089430894308943,0.8097165991902834,0.8089430894308943,0.8130081300813008,0.8148148148148148,0.8122448979591836,0.8189300411522634,0.8223140495867769,0.8181818181818182
0.4192872117400419,0.423728813559322,0.4180672268907563,0.4186046511627907,0.41983122362869196,0.4194915254237288,0.41983122362869196,0.4219409282700422,0.42127659574468085
0.4,0.39879759519038077,0.40080160320641284,0.40080160320641284,0.39878542510121456,0.39959839357429716,0.40040241448692154,0.4,0.40040241448692154
0.67003367003367,0.6688963210702341,0.6644295302013423,0.6655518394648829,0.6677852348993288,0.6621621621621622,0.6644295302013423,0.6677852348993288,0.6633333333333333
0.6711409395973155,0.6644295302013423,0.6711409395973155,0.67003367003367,0.6677852348993288,0.67003367003367,0.6677852348993288,0.6644067796610169,0.6655405405405406
0.6688963210702341,0.6655518394648829,0.6688963210702341,0.6644295302013423,0.6644295302013423,0.6700680272108843,0.6745762711864407,0.6711864406779661,0.6622073578595318
0.40040650406504064,0.3983903420523139,0.40080160320641284,0.39959839357429716,0.4032258064516129,0.3995943204868154,0.40080160320641284,0.4,0.4
0.4024144869215292,0.39878542510121456,0.39959839357429716,0.3971774193548387,0.3983903420523139,0.39759036144578314,0.39919354838709675,0.4012096774193548,0.40325865580448067
0.9852216748768473,0.9851485148514851,0.9851485148514851,0.9850746268656716,0.9849246231155779,0.9802955665024631,0.9851485148514851,0.9850746268656716,0.9847715736040609
0.5025125628140703,0.49874686716791977,0.5025125628140703,0.5012594458438288,0.5025125628140703,0.5025125628140703,0.4987405541561713,0.49874686716791977,0.49622166246851385
0.49622166246851385,0.5,0.5037783375314862,0.5,0.5,0.49874686716791977,0.5012531328320802,0.4987405541561713,0.4987405541561713
0.5025125628140703,0.5,0.5025125628140703,0.5025125628140703,0.5,0.5,0.5037783375314862,0.5025125628140703,0.5
0.49874686716791977,0.5012531328320802,0.4987405541561713,0.5050505050505051,0.5,0.4987405541561713,0.5,0.5,0.49748743718592964
0.4975,0.49875311720698257,0.49622166246851385,0.5,0.49875311720698257,0.5012658227848101,0.49874686716791977,0.49747474747474746,0.5
0.38791423001949316,0.38747553816046965,0.38715953307393,0.39019607843137255,0.38715953307393,0.38791423001949316,0.38703339882121807,0.3929273084479371,0.39096267190569745
0.42643923240938164,0.4282608695652174,0.4291845493562232,0.4326086956521739,0.42950108459869846,0.43103448275862066,0.4329004329004329,0.4316702819956616,0.4335511982570806
0.8771929824561403,0.8844444444444445,0.8888888888888888,0.8755555555555555,0.8928571428571429,0.8878923766816144,0.9004524886877828,0.8844444444444445,0.8963963963963963
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9900990099009901,0.99,0.9900497512437811,0.9900990099009901,0.9900497512437811,0.99,0.9900497512437811,0.9900990099009901,0.995
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2905109489051095,0.2932551319648094,0.2894736842105263,0.2949852507374631,0.2913616398243045,0.2903225806451613,0.2903225806451613,0.2932551319648094,0.2936857562408223
0.25031446540880503,0.2518891687657431,0.24968474148802017,0.2506297229219144,0.2509505703422053,0.2528445006321112,0.25380710659898476,0.2528445006321112,0.25095541401273885
0.3090062111801242,0.3105590062111801,0.308411214953271,0.31045241809672386,0.3078125,0.31201248049922,0.31191222570532917,0.31045241809672386,0.3108320251177394
0.9852216748768473,0.9852216748768473,0.99,0.9900990099009901,0.9900990099009901,0.9900990099009901,0.99,0.99,0.99
0.9851485148514851,0.9851485148514851,0.9900497512437811,0.9900990099009901,0.9899497487437185,0.99,0.9900990099009901,0.99,0.9900990099009901
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5012531328320802,0.5012531328320802,0.5,0.49874686716791977,0.4987405541561713,0.4987405541561713,0.5025252525252525,0.5012658227848101,0.5
0.49748743718592964,0.49874686716791977,0.5012594458438288,0.4987405541561713,0.5025252525252525,0.5025125628140703,0.5025125628140703,0.5,0.5012658227848101
0.4987405541561713,0.5,0.5,0.49748743718592964,0.4987405541561713,0.49622166246851385,0.5050505050505051,0.5012658227848101,0.5012658227848101
0.49,0.49379652605459057,0.4925373134328358,0.4975124378109453,0.495,0.4975124378109453,0.4949748743718593,0.4937655860349127,0.49875311720698257
0.3424657534246575,0.3407917383820998,0.3431034482758621,0.3431542461005199,0.3431034482758621,0.34782608695652173,0.34375,0.34843205574912894,0.34608695652173915
0.9170506912442397,0.9212962962962963,0.9128440366972477,0.9209302325581395,0.9216589861751152,0.9174311926605505,0.9302325581395349,0.9259259259259259,0.9255813953488372
0.49748743718592964,0.5025252525252525,0.5,0.5025125628140703,0.5037974683544304,0.5025125628140703,0.5038167938931297,0.5025380710659898,0.5012594458438288
0.49874686716791977,0.5,0.5,0.49748743718592964,0.49748743718592964,0.49874686716791977,0.49874686716791977,0.5,0.5
0.4098360655737705,0.40816326530612246,0.40816326530612246,0.4073319755600815,0.4061224489795918,0.40899795501022496,0.4106776180698152,0.4057377049180328,0.406570841889117
0.49874686716791977,0.5,0.5,0.5,0.4987405541561713,0.49747474747474746,0.49873417721518987,0.5012531328320802,0.49874686716791977
0.9950248756218906,0.995,0.9950248756218906,0.995,0.9949748743718593,0.9949748743718593,0.995,0.995,0.995
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.7547169811320755,0.7518796992481203,0.7606177606177607,0.7644787644787645,0.7803921568627451,0.7803921568627451,0.7686274509803922,0.7905138339920948,0.7722007722007722
0.9389671361502347,0.9342723004694836,0.9389671361502347,0.9386792452830188,0.9333333333333333,0.943127962085308,0.9428571428571428,0.9423076923076923,0.9569377990430622
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
