9.965517241379310276e-01 9.965437788018433052e-01 9.965317919075143971e-01 9.964994165694281980e-01 9.965116279069767824e-01 9.965357967667436423e-01 9.965075669383003376e-01 9.964830011723329051e-01 9.964705882352941080e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
9.953917050691244439e-01 9.954648526077097825e-01 9.953271028037383727e-01 9.953051643192488696e-01 1.000000000000000000e+00 9.953596287703015966e-01 9.953271028037383727e-01 1.000000000000000000e+00 1.000000000000000000e+00
9.966555183946488317e-01 9.977401129943502811e-01 9.966063348416289713e-01 9.966216216216216006e-01 9.966254218222722061e-01 9.966216216216216006e-01 9.965986394557823091e-01 9.965517241379310276e-01 9.965831435079726131e-01
9.965909090909090828e-01 9.977298524404085711e-01 9.965477560414269798e-01 9.965675057208237542e-01 9.965197215777261697e-01 9.965517241379310276e-01 9.965357967667436423e-01 9.965357967667436423e-01 9.965397923875431996e-01
9.954853273137697078e-01 9.955156950672645610e-01 9.954441913439635581e-01 9.954648526077097825e-01 9.954233409610984129e-01 9.954441913439635581e-01 9.954022988505747405e-01 9.953596287703015966e-01 9.953917050691244439e-01
9.954441913439635581e-01 9.954441913439635581e-01 9.953917050691244439e-01 9.953917050691244439e-01 9.953703703703703498e-01 9.954441913439635581e-01 9.953810623556581527e-01 9.953596287703015966e-01 9.954022988505747405e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
9.972602739726027510e-01 9.972222222222222321e-01 9.971428571428571086e-01 9.971711456859971845e-01 9.971631205673758824e-01 9.971509971509971981e-01 9.971509971509971981e-01 9.971305595408894717e-01 9.971181556195964912e-01
9.963235294117647189e-01 9.962962962962963465e-01 9.962894248608534786e-01 9.962997224791859674e-01 9.962859795728876700e-01 9.962651727357609843e-01 9.962476547842401553e-01 9.962299717247878883e-01 9.962721342031687355e-01
9.969040247678018218e-01 9.969040247678018218e-01 9.968895800933126328e-01 9.968944099378882484e-01 9.969040247678018218e-01 9.968203497615262254e-01 9.968553459119496862e-01 9.968051118210862205e-01 9.968404423380726742e-01
9.962157048249763447e-01 9.961832061068702782e-01 9.961759082217973571e-01 9.961612284069097933e-01 9.961501443695861546e-01 9.961127308066083375e-01 9.961277831558567053e-01 9.961389961389961467e-01 9.961277831558567053e-01
9.967793880837358955e-01 9.967585089141004495e-01 9.967948717948718063e-01 9.967689822294022450e-01 9.968102073365231464e-01 9.967793880837358955e-01 9.966996699669966597e-01 9.967213114754098768e-01 9.967051070840197147e-01
9.967880085653104683e-01 9.967069154774972350e-01 9.966517857142856984e-01 9.965909090909090828e-01 9.966024915062288159e-01 9.965870307167234987e-01 9.965714285714285525e-01 9.965357967667436423e-01 9.965116279069767824e-01
9.963099630996310463e-01 9.962825278810408802e-01 9.962825278810408802e-01 9.962546816479400658e-01 9.962581852198316712e-01 9.971804511278195005e-01 9.971724787935909440e-01 9.962546816479400658e-01 9.962581852198316712e-01
9.965437788018433052e-01 9.965317919075143971e-01 9.965596330275229286e-01 9.965156794425087394e-01 9.965034965034964554e-01 9.965397923875431996e-01 9.965156794425087394e-01 9.965237543453070446e-01 9.965116279069767824e-01
9.965517241379310276e-01 9.976931949250288367e-01 9.965477560414269798e-01 9.965477560414269798e-01 9.965596330275229286e-01 9.965437788018433052e-01 9.965477560414269798e-01 9.965034965034964554e-01 9.965075669383003376e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
9.976689976689976369e-01 9.976525821596243793e-01 9.976553341148886034e-01 9.976190476190476275e-01 9.976442873969375569e-01 9.976359338061465687e-01 9.976331360946745219e-01 9.964285714285714413e-01 9.976105137395460121e-01
9.965437788018433052e-01 9.965277777777777901e-01 9.965477560414269798e-01 9.965635738831615242e-01 9.965437788018433052e-01 9.965477560414269798e-01 9.965237543453070446e-01 9.965075669383003376e-01 9.965237543453070446e-01
